,premise,hypothesis,label
4009,ઓમ્નિયા વિન્સિટ અમોર (જ્યાં સુધી તમે વીકલી સ્ટાન્ડર્ડ માટે કામ ન કરો ત્યાં સુધી): બ્રિટ હ્યુમ (ફોક્સ ન્યૂઝ સન્ડે) એ અનુમાન કરે છે કે લેવિન્સ્કી શા માટે ન હોઈ શકે તે હજુ પણ પ્રમુખ પર નિરાશાજનક ક્રશ છે.,બ્રિટ હ્યુમ સીએનએન માટે કામ કરે છે.,2
4010,ઓમ્નિયા વિન્સિટ અમોર (જ્યાં સુધી તમે વીકલી સ્ટાન્ડર્ડ માટે કામ ન કરો ત્યાં સુધી): બ્રિટ હ્યુમ (ફોક્સ ન્યૂઝ સન્ડે) એ અનુમાન કરે છે કે લેવિન્સ્કી શા માટે ન હોઈ શકે તે હજુ પણ પ્રમુખ પર નિરાશાજનક ક્રશ છે.,બ્રિટ હ્યુમ ફોક્સ માટે કામ કરે છે.,0
4011,શ્રેણીમાં વધુ માનવીય સ્પર્શ લાવવા માટે માઈકલ એપ્ટેડને ભાડે આપવા માટે ઘણું બધું કરવામાં આવ્યું છે.,"માઈકલ એપ્ટેડે તેઓ કોઈપણ ગરમ, માનવ તત્વોને બહાર કાઢવાનો આગ્રહ કરીને શ્રેણીને બરબાદ કરી દીધી.",2
4012,શ્રેણીમાં વધુ માનવીય સ્પર્શ લાવવા માટે માઈકલ એપ્ટેડને ભાડે આપવા માટે ઘણું બધું કરવામાં આવ્યું છે.,માઈકલ એપ્ટેડને શ્રેણીમાં વ્યક્તિગત ગુણવત્તા ઉમેરવા માટે લેવામાં આવ્યો હતો.,0
4013,શ્રેણીમાં વધુ માનવીય સ્પર્શ લાવવા માટે માઈકલ એપ્ટેડને ભાડે આપવા માટે ઘણું બધું કરવામાં આવ્યું છે.,"શ્રેણી ઠંડી અને કંટાળાજનક હોવાનું માનવામાં આવતું હતું, તેથી રેટિંગમાં સુધારો કરવા માટે હૂંફાળું, વ્યક્તિગત સ્પર્શ ઉમેરવા માટે માઈકલ એપ્ટેડને ભાડે રાખવું મહત્વપૂર્ણ હતું.",1
4014,સફેદ ફર પાર્કા અને બૂટ પહેરેલી છોકરીને જોવા માટે,એક છોકરી સ્લેડિંગ માટે પોશાક પહેરે છે.,1
4015,સફેદ ફર પાર્કા અને બૂટ પહેરેલી છોકરીને જોવા માટે,એક છોકરી સફેદ કપડાં પહેરે છે.,0
4016,સફેદ ફર પાર્કા અને બૂટ પહેરેલી છોકરીને જોવા માટે,છોકરી બધા લાલ પોશાક પહેર્યો છે.,2
4017,મૂવી જેનો ઉલ્લેખ કરવાની અવગણના કરે છે તે એ છે કે કૌફમેને ઘણીવાર તે વિશે વાત કરી હતી કે તે કેવી રીતે પોતાના મૃત્યુને દૂર કરવા માંગે છે.,મૂવીમાં કોફમેનને પોતાના મૃત્યુની ચર્ચા કરવાનો ઉલ્લેખ નથી.,0
4018,મૂવી જેનો ઉલ્લેખ કરવાની અવગણના કરે છે તે એ છે કે કૌફમેને ઘણીવાર તે વિશે વાત કરી હતી કે તે કેવી રીતે પોતાના મૃત્યુને દૂર કરવા માંગે છે.,મૂવીમાં કોફમેન સાથે તેમના મૃત્યુ વિશે ઊંડાણપૂર્વકની મુલાકાત હતી.,2
4019,મૂવી જેનો ઉલ્લેખ કરવાની અવગણના કરે છે તે એ છે કે કૌફમેને ઘણીવાર તે વિશે વાત કરી હતી કે તે કેવી રીતે પોતાના મૃત્યુને દૂર કરવા માંગે છે.,"કોફમેન વિશે કેટલીક નિર્ણાયક વિગતો છોડવા છતાં, ફિલ્મ બ્લોકબસ્ટર હતી.",1
4020,જ્યારે એવેન્જિંગ એન્જલ ટાર્બેલે મેકક્લુર્સમાં તેનું માંસ કાપવાનું શરૂ કર્યું ત્યારે રોકફેલર આ વ્યથિત દાનમાં ફસાઈ ગયો.,રોકફેલરે કેન્સર સંશોધનને આપ્યું હતું.,1
4021,જ્યારે એવેન્જિંગ એન્જલ ટાર્બેલે મેકક્લુર્સમાં તેનું માંસ કાપવાનું શરૂ કર્યું ત્યારે રોકફેલર આ વ્યથિત દાનમાં ફસાઈ ગયો.,રોકફેલર આપતો હતો.,0
4022,જ્યારે એવેન્જિંગ એન્જલ ટાર્બેલે મેકક્લુર્સમાં તેનું માંસ કાપવાનું શરૂ કર્યું ત્યારે રોકફેલર આ વ્યથિત દાનમાં ફસાઈ ગયો.,રોકફેલર કંજૂસ હતો.,2
